id,text,lang
1756362345226592680,answers,en
1756362181396910325,Biden,
1756362181396910325,liars,
1756362181396910325,skip,
1756362181396910325,Plain,
1756362181396910325,simple,
1756362181396910325,Biden,
1756362181396910325,liars,
1756362181396910325,skip,
1756362181396910325,Plain,
1756362181396910325,simple,
1756362181396910325,Biden,
1756362181396910325,liars,
1756362181396910325,skip,
1756362181396910325,Plain,
1756362181396910325,simple,
1756362139328258286,Hes,en
1756362139328258286,ten,en
1756362139328258286,times,en
1756362139328258286,sharper,en
1756362139328258286,Biden,en
1756362139328258286,Hes,en
1756362139328258286,ten,en
1756362139328258286,times,en
1756362139328258286,sharper,en
1756362139328258286,Biden,en
1756362139328258286,Hes,en
1756362139328258286,ten,en
1756362139328258286,times,en
1756362139328258286,sharper,en
1756362139328258286,Biden,en
1756362329057362260,RT,en
1756362329057362260,Im,en
1756362329057362260,ridin,en
1756362239072727394,RT,en
1756362239072727394,Im,en
1756362239072727394,ridin,en
1756362329057362260,RT,en
1756362329057362260,Im,en
1756362329057362260,ridin,en
1756362239072727394,RT,en
1756362239072727394,Im,en
1756362239072727394,ridin,en
1756362329057362260,RT,en
1756362329057362260,Im,en
1756362329057362260,ridin,en
1756362239072727394,RT,en
1756362239072727394,Im,en
1756362239072727394,ridin,en
1756362367041257789,You,en
1756362367041257789,complete,en
1756362367041257789,moron,en
1756362367041257789,vote,en
1756362367041257789,Biden,en
1756362367041257789,You,en
1756362367041257789,complete,en
1756362367041257789,moron,en
1756362367041257789,vote,en
1756362367041257789,Biden,en
1756362367041257789,You,en
1756362367041257789,complete,en
1756362367041257789,moron,en
1756362367041257789,vote,en
1756362367041257789,Biden,en
1756362195422871968,RT,en
1756362195422871968,This,en
1756362195422871968,plastered,en
1756362195422871968,everywhere,en
1756362195422871968,Biden,en
1756362141601239447,RT,en
1756362141601239447,This,en
1756362141601239447,plastered,en
1756362141601239447,everywhere,en
1756362141601239447,Biden,en
1756362195422871968,RT,en
1756362195422871968,This,en
1756362195422871968,plastered,en
1756362195422871968,everywhere,en
1756362195422871968,Biden,en
1756362141601239447,RT,en
1756362141601239447,This,en
1756362141601239447,plastered,en
1756362141601239447,everywhere,en
1756362141601239447,Biden,en
1756362195422871968,RT,en
1756362195422871968,This,en
1756362195422871968,plastered,en
1756362195422871968,everywhere,en
1756362195422871968,Biden,en
1756362141601239447,RT,en
1756362141601239447,This,en
1756362141601239447,plastered,en
1756362141601239447,everywhere,en
1756362141601239447,Biden,en
1756362320044020043,people,en
1756362320044020043,say,en
1756362320044020043,Biden,en
1756362320044020043,old,en
1756362320044020043,nice,en
1756362320044020043,saying,en
1756362320044020043,senile,en
1756362320044020043,people,en
1756362320044020043,say,en
1756362320044020043,Biden,en
1756362320044020043,old,en
1756362320044020043,nice,en
1756362320044020043,saying,en
1756362320044020043,senile,en
1756362320044020043,people,en
1756362320044020043,say,en
1756362320044020043,Biden,en
1756362320044020043,old,en
1756362320044020043,nice,en
1756362320044020043,saying,en
1756362320044020043,senile,en
1756362211725860995,RT, Hes Not Fit To Be President 
1756362211725860995,Davis, Hes Not Fit To Be President 
1756362211725860995,If, Hes Not Fit To Be President 
1756362211725860995,Biden, Hes Not Fit To Be President 
1756362211725860995,Isnt, Hes Not Fit To Be President 
1756362211725860995,Fit, Hes Not Fit To Be President 
1756362211725860995,To, Hes Not Fit To Be President 
1756362211725860995,Stand, Hes Not Fit To Be President 
1756362211725860995,Trial, Hes Not Fit To Be President 
1756362211725860995,RT, Hes Not Fit To Be President 
1756362211725860995,Davis, Hes Not Fit To Be President 
1756362211725860995,If, Hes Not Fit To Be President 
1756362211725860995,Biden, Hes Not Fit To Be President 
1756362211725860995,Isnt, Hes Not Fit To Be President 
1756362211725860995,Fit, Hes Not Fit To Be President 
1756362211725860995,To, Hes Not Fit To Be President 
1756362211725860995,Stand, Hes Not Fit To Be President 
1756362211725860995,Trial, Hes Not Fit To Be President 
1756362211725860995,RT, Hes Not Fit To Be President 
1756362211725860995,Davis, Hes Not Fit To Be President 
1756362211725860995,If, Hes Not Fit To Be President 
1756362211725860995,Biden, Hes Not Fit To Be President 
1756362211725860995,Isnt, Hes Not Fit To Be President 
1756362211725860995,Fit, Hes Not Fit To Be President 
1756362211725860995,To, Hes Not Fit To Be President 
1756362211725860995,Stand, Hes Not Fit To Be President 
1756362211725860995,Trial, Hes Not Fit To Be President 
1756362203278504076,Biden,en
1756362203278504076,needs,en
1756362203278504076,resign,en
1756362203278504076,removed,en
1756362203278504076,office,en
1756362203278504076,determined,en
1756362203278504076,mentally,en
1756362203278504076,unfit,en
1756362203278504076,govern,en
1756362203278504076,Biden,en
1756362203278504076,needs,en
1756362203278504076,resign,en
1756362203278504076,removed,en
1756362203278504076,office,en
1756362203278504076,determined,en
1756362203278504076,mentally,en
1756362203278504076,unfit,en
1756362203278504076,govern,en
1756362203278504076,Biden,en
1756362203278504076,needs,en
1756362203278504076,resign,en
1756362203278504076,removed,en
1756362203278504076,office,en
1756362203278504076,determined,en
1756362203278504076,mentally,en
1756362203278504076,unfit,en
1756362203278504076,govern,en
weigh,en,US
weigh,en,US
weigh,en,US
weigh,en,US
weigh,en,US
weigh,en,US
1756362333004124581,RT,en
1756362333004124581,The,en
1756362333004124581,Special,en
1756362333004124581,Counsel,en
1756362333004124581,appointed,en
1756362333004124581,DOJ,en
1756362333004124581,yesterday,en
1756362333004124581,said,en
1756362333004124581,Biden,en
1756362333004124581,basically,en
1756362333004124581,enjoys,en
1756362333004124581,immunity,en
1756362333004124581,criminal,en
1756362333004124581,prosecution,en
1756362333004124581,beca,en
1756362273503998033,RT,en
1756362273503998033,The,en
1756362273503998033,Special,en
1756362273503998033,Counsel,en
1756362273503998033,appointed,en
1756362273503998033,DOJ,en
1756362273503998033,yesterday,en
1756362273503998033,said,en
1756362273503998033,Biden,en
1756362273503998033,basically,en
1756362273503998033,enjoys,en
1756362273503998033,immunity,en
1756362273503998033,criminal,en
1756362273503998033,prosecution,en
1756362273503998033,beca,en
1756362108466258247,RT,en
1756362108466258247,The,en
1756362108466258247,Special,en
1756362108466258247,Counsel,en
1756362108466258247,appointed,en
1756362108466258247,DOJ,en
1756362108466258247,yesterday,en
1756362108466258247,said,en
1756362108466258247,Biden,en
1756362108466258247,basically,en
1756362108466258247,enjoys,en
1756362108466258247,immunity,en
1756362108466258247,criminal,en
1756362108466258247,prosecution,en
1756362108466258247,beca,en
1756362333004124581,RT,en
1756362333004124581,The,en
1756362333004124581,Special,en
1756362333004124581,Counsel,en
1756362333004124581,appointed,en
1756362333004124581,DOJ,en
1756362333004124581,yesterday,en
1756362333004124581,said,en
1756362333004124581,Biden,en
1756362333004124581,basically,en
1756362333004124581,enjoys,en
1756362333004124581,immunity,en
1756362333004124581,criminal,en
1756362333004124581,prosecution,en
1756362333004124581,beca,en
1756362273503998033,RT,en
1756362273503998033,The,en
1756362273503998033,Special,en
1756362273503998033,Counsel,en
1756362273503998033,appointed,en
1756362273503998033,DOJ,en
1756362273503998033,yesterday,en
1756362273503998033,said,en
1756362273503998033,Biden,en
1756362273503998033,basically,en
1756362273503998033,enjoys,en
1756362273503998033,immunity,en
1756362273503998033,criminal,en
1756362273503998033,prosecution,en
1756362273503998033,beca,en
1756362108466258247,RT,en
1756362108466258247,The,en
1756362108466258247,Special,en
1756362108466258247,Counsel,en
1756362108466258247,appointed,en
1756362108466258247,DOJ,en
1756362108466258247,yesterday,en
1756362108466258247,said,en
1756362108466258247,Biden,en
1756362108466258247,basically,en
1756362108466258247,enjoys,en
1756362108466258247,immunity,en
1756362108466258247,criminal,en
1756362108466258247,prosecution,en
1756362108466258247,beca,en
1756362333004124581,RT,en
1756362333004124581,The,en
1756362333004124581,Special,en
1756362333004124581,Counsel,en
1756362333004124581,appointed,en
1756362333004124581,DOJ,en
1756362333004124581,yesterday,en
1756362333004124581,said,en
1756362333004124581,Biden,en
1756362333004124581,basically,en
1756362333004124581,enjoys,en
1756362333004124581,immunity,en
1756362333004124581,criminal,en
1756362333004124581,prosecution,en
1756362333004124581,beca,en
1756362273503998033,RT,en
1756362273503998033,The,en
1756362273503998033,Special,en
1756362273503998033,Counsel,en
1756362273503998033,appointed,en
1756362273503998033,DOJ,en
1756362273503998033,yesterday,en
1756362273503998033,said,en
1756362273503998033,Biden,en
1756362273503998033,basically,en
1756362273503998033,enjoys,en
1756362273503998033,immunity,en
1756362273503998033,criminal,en
1756362273503998033,prosecution,en
1756362273503998033,beca,en
1756362108466258247,RT,en
1756362108466258247,The,en
1756362108466258247,Special,en
1756362108466258247,Counsel,en
1756362108466258247,appointed,en
1756362108466258247,DOJ,en
1756362108466258247,yesterday,en
1756362108466258247,said,en
1756362108466258247,Biden,en
1756362108466258247,basically,en
1756362108466258247,enjoys,en
1756362108466258247,immunity,en
1756362108466258247,criminal,en
1756362108466258247,prosecution,en
1756362108466258247,beca,en
1756362368253129001,RT,en
1756362368253129001,Recent,en
1756362368253129001,economic,en
1756362368253129001,news,en
1756362368253129001,extremely,en
1756362368253129001,good,en
1756362368253129001,But,en
1756362368253129001,theres,en
1756362368253129001,strange,en
1756362368253129001,meme,en
1756362368253129001,among,en
1756362368253129001,D,en
1756362368253129001,consultants,en
1756362368253129001,Biden,en
1756362368253129001,shouldnt,en
1756362368253129001,boa,en
1756362089730318773,RT,en
1756362089730318773,Recent,en
1756362089730318773,economic,en
1756362089730318773,news,en
1756362089730318773,extremely,en
1756362089730318773,good,en
1756362089730318773,But,en
1756362089730318773,theres,en
1756362089730318773,strange,en
1756362089730318773,meme,en
1756362089730318773,among,en
1756362089730318773,D,en
1756362089730318773,consultants,en
1756362089730318773,Biden,en
1756362089730318773,shouldnt,en
1756362089730318773,boa,en
1756362368253129001,RT,en
1756362368253129001,Recent,en
1756362368253129001,economic,en
1756362368253129001,news,en
1756362368253129001,extremely,en
1756362368253129001,good,en
1756362368253129001,But,en
1756362368253129001,theres,en
1756362368253129001,strange,en
1756362368253129001,meme,en
1756362368253129001,among,en
1756362368253129001,D,en
1756362368253129001,consultants,en
1756362368253129001,Biden,en
1756362368253129001,shouldnt,en
1756362368253129001,boa,en
1756362089730318773,RT,en
1756362089730318773,Recent,en
1756362089730318773,economic,en
1756362089730318773,news,en
1756362089730318773,extremely,en
1756362089730318773,good,en
1756362089730318773,But,en
1756362089730318773,theres,en
1756362089730318773,strange,en
1756362089730318773,meme,en
1756362089730318773,among,en
1756362089730318773,D,en
1756362089730318773,consultants,en
1756362089730318773,Biden,en
1756362089730318773,shouldnt,en
1756362089730318773,boa,en
1756362056691777782,RT,en
1756362056691777782,Recent,en
1756362056691777782,economic,en
1756362056691777782,news,en
1756362056691777782,extremely,en
1756362056691777782,good,en
1756362056691777782,But,en
1756362056691777782,theres,en
1756362056691777782,strange,en
1756362056691777782,meme,en
1756362056691777782,among,en
1756362056691777782,D,en
1756362056691777782,consultants,en
1756362056691777782,Biden,en
1756362056691777782,shouldnt,en
1756362056691777782,boa,en
1756362368253129001,RT,en
1756362368253129001,Recent,en
1756362368253129001,economic,en
1756362368253129001,news,en
1756362368253129001,extremely,en
1756362368253129001,good,en
1756362368253129001,But,en
1756362368253129001,theres,en
1756362368253129001,strange,en
1756362368253129001,meme,en
1756362368253129001,among,en
1756362368253129001,D,en
1756362368253129001,consultants,en
1756362368253129001,Biden,en
1756362368253129001,shouldnt,en
1756362368253129001,boa,en
1756362089730318773,RT,en
1756362089730318773,Recent,en
1756362089730318773,economic,en
1756362089730318773,news,en
1756362089730318773,extremely,en
1756362089730318773,good,en
1756362089730318773,But,en
1756362089730318773,theres,en
1756362089730318773,strange,en
1756362089730318773,meme,en
1756362089730318773,among,en
1756362089730318773,D,en
1756362089730318773,consultants,en
1756362089730318773,Biden,en
1756362089730318773,shouldnt,en
1756362089730318773,boa,en
1756362056691777782,RT,en
1756362056691777782,Recent,en
1756362056691777782,economic,en
1756362056691777782,news,en
1756362056691777782,extremely,en
1756362056691777782,good,en
1756362056691777782,But,en
1756362056691777782,theres,en
1756362056691777782,strange,en
1756362056691777782,meme,en
1756362056691777782,among,en
1756362056691777782,D,en
1756362056691777782,consultants,en
1756362056691777782,Biden,en
1756362056691777782,shouldnt,en
1756362056691777782,boa,en
1756362147783950666,RT,
1756362147783950666,They,
1756362147783950666,two,
1756362147783950666,choices,
1756362147783950666,now,
There,en,US
1756362130922557813,RT,
1756362130922557813,They,
1756362130922557813,two,
1756362130922557813,choices,
1756362130922557813,now,
There,en,US
1756362147783950666,RT,
1756362147783950666,They,
1756362147783950666,two,
1756362147783950666,choices,
1756362147783950666,now,
There,en,US
1756362130922557813,RT,
1756362130922557813,They,
1756362130922557813,two,
1756362130922557813,choices,
1756362130922557813,now,
There,en,US
1756362034080579750,RT,
1756362034080579750,They,
1756362034080579750,two,
1756362034080579750,choices,
1756362034080579750,now,
There,en,US
1756362013586952481,RT,
1756362013586952481,They,
1756362013586952481,two,
1756362013586952481,choices,
1756362013586952481,now,
There,en,US
1756362147783950666,RT,
1756362147783950666,They,
1756362147783950666,two,
1756362147783950666,choices,
1756362147783950666,now,
There,en,US
1756362130922557813,RT,
1756362130922557813,They,
1756362130922557813,two,
1756362130922557813,choices,
1756362130922557813,now,
There,en,US
1756362034080579750,RT,
1756362034080579750,They,
1756362034080579750,two,
1756362034080579750,choices,
1756362034080579750,now,
There,en,US
1756362013586952481,RT,
1756362013586952481,They,
1756362013586952481,two,
1756362013586952481,choices,
1756362013586952481,now,
There,en,US
1756362373395276029,RT,en
1756362373395276029,Newt,en
1756362373395276029,Gingrich,en
1756362373395276029,Unloads,en
1756362373395276029,Joe,en
1756362373395276029,Biden,en
1756362373395276029,You,en
1756362373395276029,Cannot,en
1756362373395276029,Allow,en
1756362373395276029,Man,en
1756362373395276029,Be,en
1756362373395276029,Commander,en
1756362373395276029,Chief,en
1756362373395276029,For,en
1756362373395276029,Survival,en
1756362373395276029,Nation,en
1756362089902555437,RT,en
1756362089902555437,Newt,en
1756362089902555437,Gingrich,en
1756362089902555437,Unloads,en
1756362089902555437,Joe,en
1756362089902555437,Biden,en
1756362089902555437,You,en
1756362089902555437,Cannot,en
1756362089902555437,Allow,en
1756362089902555437,Man,en
1756362089902555437,Be,en
1756362089902555437,Commander,en
1756362089902555437,Chief,en
1756362089902555437,For,en
1756362089902555437,Survival,en
1756362089902555437,Nation,en
1756362084579754332,RT,en
1756362084579754332,Newt,en
1756362084579754332,Gingrich,en
1756362084579754332,Unloads,en
1756362084579754332,Joe,en
1756362084579754332,Biden,en
1756362084579754332,You,en
1756362084579754332,Cannot,en
1756362084579754332,Allow,en
1756362084579754332,Man,en
1756362084579754332,Be,en
1756362084579754332,Commander,en
1756362084579754332,Chief,en
1756362084579754332,For,en
1756362084579754332,Survival,en
1756362084579754332,Nation,en
1756362373395276029,RT,en
1756362373395276029,Newt,en
1756362373395276029,Gingrich,en
1756362373395276029,Unloads,en
1756362373395276029,Joe,en
1756362373395276029,Biden,en
1756362373395276029,You,en
1756362373395276029,Cannot,en
1756362373395276029,Allow,en
1756362373395276029,Man,en
1756362373395276029,Be,en
1756362373395276029,Commander,en
1756362373395276029,Chief,en
1756362373395276029,For,en
1756362373395276029,Survival,en
1756362373395276029,Nation,en
1756362089902555437,RT,en
