id,text,lang,category
1756362194499866998,"RT @MaxBlumenthal: Testimony has arrived of Israel viciously torturing the director of Al-Shifa Hospital, Muhammad Abu Salimiya, after the…",en,US
1756362162774135079,"RT @MaxBlumenthal: Testimony has arrived of Israel viciously torturing the director of Al-Shifa Hospital, Muhammad Abu Salimiya, after the…",en,US
1756362152267448720,"RT @MaxBlumenthal: Testimony has arrived of Israel viciously torturing the director of Al-Shifa Hospital, Muhammad Abu Salimiya, after the…",en,US
1756362348829217020,"RT @MaxBlumenthal: Testimony has arrived of Israel viciously torturing the director of Al-Shifa Hospital, Muhammad Abu Salimiya, after the…",en,US
1756362285134614783,"RT @MaxBlumenthal: Testimony has arrived of Israel viciously torturing the director of Al-Shifa Hospital, Muhammad Abu Salimiya, after the…",en,US
1756362276485870064,"RT @MaxBlumenthal: Testimony has arrived of Israel viciously torturing the director of Al-Shifa Hospital, Muhammad Abu Salimiya, after the…",en,US
1756362243787084008,"RT @MaxBlumenthal: Testimony has arrived of Israel viciously torturing the director of Al-Shifa Hospital, Muhammad Abu Salimiya, after the…",en,US
1756362194499866998,"RT @MaxBlumenthal: Testimony has arrived of Israel viciously torturing the director of Al-Shifa Hospital, Muhammad Abu Salimiya, after the…",en,US
1756362162774135079,"RT @MaxBlumenthal: Testimony has arrived of Israel viciously torturing the director of Al-Shifa Hospital, Muhammad Abu Salimiya, after the…",en,US
1756362152267448720,"RT @MaxBlumenthal: Testimony has arrived of Israel viciously torturing the director of Al-Shifa Hospital, Muhammad Abu Salimiya, after the…",en,US
1756362348829217020,"RT @MaxBlumenthal: Testimony has arrived of Israel viciously torturing the director of Al-Shifa Hospital, Muhammad Abu Salimiya, after the…",en,US
1756362285134614783,"RT @MaxBlumenthal: Testimony has arrived of Israel viciously torturing the director of Al-Shifa Hospital, Muhammad Abu Salimiya, after the…",en,US
1756362276485870064,"RT @MaxBlumenthal: Testimony has arrived of Israel viciously torturing the director of Al-Shifa Hospital, Muhammad Abu Salimiya, after the…",en,US
1756362243787084008,"RT @MaxBlumenthal: Testimony has arrived of Israel viciously torturing the director of Al-Shifa Hospital, Muhammad Abu Salimiya, after the…",en,US
1756362194499866998,"RT @MaxBlumenthal: Testimony has arrived of Israel viciously torturing the director of Al-Shifa Hospital, Muhammad Abu Salimiya, after the…",en,US
1756362162774135079,"RT @MaxBlumenthal: Testimony has arrived of Israel viciously torturing the director of Al-Shifa Hospital, Muhammad Abu Salimiya, after the…",en,US
1756362152267448720,"RT @MaxBlumenthal: Testimony has arrived of Israel viciously torturing the director of Al-Shifa Hospital, Muhammad Abu Salimiya, after the…",en,US
1755999945436369205,"RT @Messina2012: We've got to stop treating a single line in a gratuitously long, heavily editorialized special counsel's report--in which…",en,US
1755999835465871826,"RT @Messina2012: We've got to stop treating a single line in a gratuitously long, heavily editorialized special counsel's report--in which…",en,US
1756000001237631115,"RT @NormEisen: Lotta news but something MAJOR happened last night

Smith filed motion for Judge Cannon to reconsider order unsealing names…",en,US
1755999964021584303,"RT @NormEisen: Lotta news but something MAJOR happened last night

Smith filed motion for Judge Cannon to reconsider order unsealing names…",en,US
1755999938385723788,"RT @NormEisen: Lotta news but something MAJOR happened last night

Smith filed motion for Judge Cannon to reconsider order unsealing names…",en,US
1755999920723496976,"RT @NormEisen: Lotta news but something MAJOR happened last night

Smith filed motion for Judge Cannon to reconsider order unsealing names…",en,US
1755999882035245250,"RT @NormEisen: Lotta news but something MAJOR happened last night

Smith filed motion for Judge Cannon to reconsider order unsealing names…",en,US
1755999868949328159,"RT @NormEisen: Lotta news but something MAJOR happened last night

Smith filed motion for Judge Cannon to reconsider order unsealing names…",en,US
1756362098651681271,"RT @TheMaineWire: Joshua Filler on the arbitrary 5,000 daily average of acceptable migrants under the Senate's proposed border bill.

Read…",en,US
1756362098651681271,"RT @TheMaineWire: Joshua Filler on the arbitrary 5,000 daily average of acceptable migrants under the Senate's proposed border bill.

Read…",en,US
1756362098651681271,"RT @TheMaineWire: Joshua Filler on the arbitrary 5,000 daily average of acceptable migrants under the Senate's proposed border bill.

Read…",en,US
1756362389048471985,RT @WallStreetSilv: $60 billion that we are about to give Ukraine won't change anything in the stalemate. It will just prolong the war and…,en,US
1756362372233457960,RT @WallStreetSilv: $60 billion that we are about to give Ukraine won't change anything in the stalemate. It will just prolong the war and…,en,US
1756362216310231352,RT @WallStreetSilv: $60 billion that we are about to give Ukraine won't change anything in the stalemate. It will just prolong the war and…,en,US
1756362137511870760,RT @WallStreetSilv: $60 billion that we are about to give Ukraine won't change anything in the stalemate. It will just prolong the war and…,en,US
1756362389048471985,RT @WallStreetSilv: $60 billion that we are about to give Ukraine won't change anything in the stalemate. It will just prolong the war and…,en,US
1756362372233457960,RT @WallStreetSilv: $60 billion that we are about to give Ukraine won't change anything in the stalemate. It will just prolong the war and…,en,US
1756362216310231352,RT @WallStreetSilv: $60 billion that we are about to give Ukraine won't change anything in the stalemate. It will just prolong the war and…,en,US
1756362137511870760,RT @WallStreetSilv: $60 billion that we are about to give Ukraine won't change anything in the stalemate. It will just prolong the war and…,en,US
1756362389048471985,RT @WallStreetSilv: $60 billion that we are about to give Ukraine won't change anything in the stalemate. It will just prolong the war and…,en,US
1756362372233457960,RT @WallStreetSilv: $60 billion that we are about to give Ukraine won't change anything in the stalemate. It will just prolong the war and…,en,US
1756362216310231352,RT @WallStreetSilv: $60 billion that we are about to give Ukraine won't change anything in the stalemate. It will just prolong the war and…,en,US
1756362137511870760,RT @WallStreetSilv: $60 billion that we are about to give Ukraine won't change anything in the stalemate. It will just prolong the war and…,en,US
1756362266616737958,RT @johnastoehr: The press corps is often anti-moral. Reporters often refuse to come to moral conclusions even when the evidence points to…,en,US
1756362110710259885,RT @johnastoehr: The press corps is often anti-moral. Reporters often refuse to come to moral conclusions even when the evidence points to…,en,US
1756362266616737958,RT @johnastoehr: The press corps is often anti-moral. Reporters often refuse to come to moral conclusions even when the evidence points to…,en,US
1756362110710259885,RT @johnastoehr: The press corps is often anti-moral. Reporters often refuse to come to moral conclusions even when the evidence points to…,en,US
1756362266616737958,RT @johnastoehr: The press corps is often anti-moral. Reporters often refuse to come to moral conclusions even when the evidence points to…,en,US
1756362110710259885,RT @johnastoehr: The press corps is often anti-moral. Reporters often refuse to come to moral conclusions even when the evidence points to…,en,US
1755999885638418799,RT @miguelifornia: @RonFilipkowski Your whole online persona is bullshit - I have screenshots to prove it. You are a fraud. You telling us…,en,US
1756362360095146271,"RT @monkeypants73: @RpsAgainstTrump MAGA Republicans, please take note: THIS is what decency looks like! There is simply no reason to blow…",en,US
1756362360095146271,"RT @monkeypants73: @RpsAgainstTrump MAGA Republicans, please take note: THIS is what decency looks like! There is simply no reason to blow…",en,US
1756362360095146271,"RT @monkeypants73: @RpsAgainstTrump MAGA Republicans, please take note: THIS is what decency looks like! There is simply no reason to blow…",en,US
1756362325391524297,"RT @shipwreckedcrew: The dirty secret here is that her Chief of Staff from when she was Second Lady, Cathy Russell, became the Director of…",en,US
1756362082004410707,"RT @shipwreckedcrew: The dirty secret here is that her Chief of Staff from when she was Second Lady, Cathy Russell, became the Director of…",en,US
1756362325391524297,"RT @shipwreckedcrew: The dirty secret here is that her Chief of Staff from when she was Second Lady, Cathy Russell, became the Director of…",en,US
1756362082004410707,"RT @shipwreckedcrew: The dirty secret here is that her Chief of Staff from when she was Second Lady, Cathy Russell, became the Director of…",en,US
1756362046516433075,"RT @shipwreckedcrew: The dirty secret here is that her Chief of Staff from when she was Second Lady, Cathy Russell, became the Director of…",en,US
1756362325391524297,"RT @shipwreckedcrew: The dirty secret here is that her Chief of Staff from when she was Second Lady, Cathy Russell, became the Director of…",en,US
1756362082004410707,"RT @shipwreckedcrew: The dirty secret here is that her Chief of Staff from when she was Second Lady, Cathy Russell, became the Director of…",en,US
1756362046516433075,"RT @shipwreckedcrew: The dirty secret here is that her Chief of Staff from when she was Second Lady, Cathy Russell, became the Director of…",en,US
1756358276953108513,RT @timjacobwise: Liberals are too weak to take on the right. They try to be too ecumenical and treat their enemies like good faith actors…,en,US
1755999843422535909,RT @8BrianVogel4: @angry_mema @Godslightangel7 @astragal @MoMothra54 @jbizzy6969 @JAlan21813286 @tRick_the_only @HenleyEffington @Robheat38…,en,US
1756362329334096241,RT @BelannF: We all know that sending a 70 or 80-year-old to prison for crimes done years ago or even lately is basically a life sentence r…,en,US
1756362329334096241,RT @BelannF: We all know that sending a 70 or 80-year-old to prison for crimes done years ago or even lately is basically a life sentence r…,en,US
1756362007174083069,RT @BelannF: We all know that sending a 70 or 80-year-old to prison for crimes done years ago or even lately is basically a life sentence r…,en,US
1756362329334096241,RT @BelannF: We all know that sending a 70 or 80-year-old to prison for crimes done years ago or even lately is basically a life sentence r…,en,US
1756362007174083069,RT @BelannF: We all know that sending a 70 or 80-year-old to prison for crimes done years ago or even lately is basically a life sentence r…,en,US
1756362174690210287,RT @BooBooskitty: Just a reminder that Chris Wallace and the Republican party worshipped Ronald  Reagan who actually suffered from Alzheime…,en,US
1756362174690210287,RT @BooBooskitty: Just a reminder that Chris Wallace and the Republican party worshipped Ronald  Reagan who actually suffered from Alzheime…,en,US
1756362174690210287,RT @BooBooskitty: Just a reminder that Chris Wallace and the Republican party worshipped Ronald  Reagan who actually suffered from Alzheime…,en,US
1755999951749050495,"RT @BrainStorm_Joe: I hope this pisses you off, while at the same time gives you hope, and motivates you to stand up and be heard. 

The po…",en,US
1756362058474414472,"RT @Busyisaworkshop: Here he is, your idol, the one YOU think would make a great President, something to be proud of. 
YOUR argument is tha…",en,US
1756362058474414472,"RT @Busyisaworkshop: Here he is, your idol, the one YOU think would make a great President, something to be proud of. 
YOUR argument is tha…",en,US
1755999867875274926,"RT @CheriJacobus: Even E. Jean Carroll only finally got ""justice"" because the rich and powerful decided to embrace her cause, hook her up w…",en,US
1756362369972769274,"RT @DefiyantlyFree: After reading the media meltdown over the Hur report, I think that all of this went down as follows: 

Garland told Hur…",en,US
1756362357570183311,"RT @DefiyantlyFree: After reading the media meltdown over the Hur report, I think that all of this went down as follows: 

Garland told Hur…",en,US
1756362321813737980,"RT @DefiyantlyFree: After reading the media meltdown over the Hur report, I think that all of this went down as follows: 

Garland told Hur…",en,US
1756362256542298452,"RT @DefiyantlyFree: After reading the media meltdown over the Hur report, I think that all of this went down as follows: 

Garland told Hur…",en,US
1756362187466318156,"RT @DefiyantlyFree: After reading the media meltdown over the Hur report, I think that all of this went down as follows: 

Garland told Hur…",en,US
1756362170877780164,"RT @DefiyantlyFree: After reading the media meltdown over the Hur report, I think that all of this went down as follows: 

Garland told Hur…",en,US
1756362143396430250,"RT @DefiyantlyFree: After reading the media meltdown over the Hur report, I think that all of this went down as follows: 

Garland told Hur…",en,US
1756362143018975611,"RT @DefiyantlyFree: After reading the media meltdown over the Hur report, I think that all of this went down as follows: 

Garland told Hur…",en,US
1756362133447618900,"RT @DefiyantlyFree: After reading the media meltdown over the Hur report, I think that all of this went down as follows: 

Garland told Hur…",en,US
1756362125289672948,"RT @DefiyantlyFree: After reading the media meltdown over the Hur report, I think that all of this went down as follows: 

Garland told Hur…",en,US
1756362087906066607,"RT @DefiyantlyFree: After reading the media meltdown over the Hur report, I think that all of this went down as follows: 

Garland told Hur…",en,US
1756362081069068727,"RT @DefiyantlyFree: After reading the media meltdown over the Hur report, I think that all of this went down as follows: 

Garland told Hur…",en,US
1756362369972769274,"RT @DefiyantlyFree: After reading the media meltdown over the Hur report, I think that all of this went down as follows: 

Garland told Hur…",en,US
1756362357570183311,"RT @DefiyantlyFree: After reading the media meltdown over the Hur report, I think that all of this went down as follows: 

Garland told Hur…",en,US
1756362321813737980,"RT @DefiyantlyFree: After reading the media meltdown over the Hur report, I think that all of this went down as follows: 

Garland told Hur…",en,US
1756362256542298452,"RT @DefiyantlyFree: After reading the media meltdown over the Hur report, I think that all of this went down as follows: 

Garland told Hur…",en,US
1756362187466318156,"RT @DefiyantlyFree: After reading the media meltdown over the Hur report, I think that all of this went down as follows: 

Garland told Hur…",en,US
1756362170877780164,"RT @DefiyantlyFree: After reading the media meltdown over the Hur report, I think that all of this went down as follows: 

Garland told Hur…",en,US
1756362143396430250,"RT @DefiyantlyFree: After reading the media meltdown over the Hur report, I think that all of this went down as follows: 

Garland told Hur…",en,US
1756362143018975611,"RT @DefiyantlyFree: After reading the media meltdown over the Hur report, I think that all of this went down as follows: 

Garland told Hur…",en,US
1756362133447618900,"RT @DefiyantlyFree: After reading the media meltdown over the Hur report, I think that all of this went down as follows: 

Garland told Hur…",en,US
1756362125289672948,"RT @DefiyantlyFree: After reading the media meltdown over the Hur report, I think that all of this went down as follows: 

Garland told Hur…",en,US
1756362087906066607,"RT @DefiyantlyFree: After reading the media meltdown over the Hur report, I think that all of this went down as follows: 

Garland told Hur…",en,US
1756362081069068727,"RT @DefiyantlyFree: After reading the media meltdown over the Hur report, I think that all of this went down as follows: 

Garland told Hur…",en,US
1756362073959715278,"RT @DefiyantlyFree: After reading the media meltdown over the Hur report, I think that all of this went down as follows: 

Garland told Hur…",en,US
1756362055484055787,"RT @DefiyantlyFree: After reading the media meltdown over the Hur report, I think that all of this went down as follows: 

Garland told Hur…",en,US
1756362369972769274,"RT @DefiyantlyFree: After reading the media meltdown over the Hur report, I think that all of this went down as follows: 

Garland told Hur…",en,US
1756362357570183311,"RT @DefiyantlyFree: After reading the media meltdown over the Hur report, I think that all of this went down as follows: 

Garland told Hur…",en,US
1756362321813737980,"RT @DefiyantlyFree: After reading the media meltdown over the Hur report, I think that all of this went down as follows: 

Garland told Hur…",en,US
1756362256542298452,"RT @DefiyantlyFree: After reading the media meltdown over the Hur report, I think that all of this went down as follows: 

Garland told Hur…",en,US
1756362187466318156,"RT @DefiyantlyFree: After reading the media meltdown over the Hur report, I think that all of this went down as follows: 

Garland told Hur…",en,US
1756362170877780164,"RT @DefiyantlyFree: After reading the media meltdown over the Hur report, I think that all of this went down as follows: 

Garland told Hur…",en,US
1756362143396430250,"RT @DefiyantlyFree: After reading the media meltdown over the Hur report, I think that all of this went down as follows: 

Garland told Hur…",en,US
1756362143018975611,"RT @DefiyantlyFree: After reading the media meltdown over the Hur report, I think that all of this went down as follows: 

Garland told Hur…",en,US
1756362133447618900,"RT @DefiyantlyFree: After reading the media meltdown over the Hur report, I think that all of this went down as follows: 

Garland told Hur…",en,US
1756362125289672948,"RT @DefiyantlyFree: After reading the media meltdown over the Hur report, I think that all of this went down as follows: 

Garland told Hur…",en,US
1756362087906066607,"RT @DefiyantlyFree: After reading the media meltdown over the Hur report, I think that all of this went down as follows: 

Garland told Hur…",en,US
1756362081069068727,"RT @DefiyantlyFree: After reading the media meltdown over the Hur report, I think that all of this went down as follows: 

Garland told Hur…",en,US
1756362073959715278,"RT @DefiyantlyFree: After reading the media meltdown over the Hur report, I think that all of this went down as follows: 

Garland told Hur…",en,US
1756362055484055787,"RT @DefiyantlyFree: After reading the media meltdown over the Hur report, I think that all of this went down as follows: 

Garland told Hur…",en,US
1755999892319641685,"RT @DougJBalloon: Whether it's Biden misremembering a period of extreme sadness or Trump misremembering a period of extreme raping, both ca…",en,US
1755999880320094298,"RT @DougJBalloon: Whether it's Biden misremembering a period of extreme sadness or Trump misremembering a period of extreme raping, both ca…",en,US
1756362232714416626,"RT @EHansche1: I'm just saying, Reagan literally had dementia when he was in office and fell asleep during meetings. Of course they tried t…",en,US
1756362232714416626,"RT @EHansche1: I'm just saying, Reagan literally had dementia when he was in office and fell asleep during meetings. Of course they tried t…",en,US
1756362066800398350,"RT @EHansche1: I'm just saying, Reagan literally had dementia when he was in office and fell asleep during meetings. Of course they tried t…",en,US
1756362232714416626,"RT @EHansche1: I'm just saying, Reagan literally had dementia when he was in office and fell asleep during meetings. Of course they tried t…",en,US
1756362066800398350,"RT @EHansche1: I'm just saying, Reagan literally had dementia when he was in office and fell asleep during meetings. Of course they tried t…",en,US
1755999863316312159,"RT @EHunterChristie: 11-12
What changed?
For the first time in history, the Speaker of the House was voted out and replaced. A MAGA rebelli…",en,US
1756362121980342646,"RT @FrankLuntz: A little history: Democrats booted incumbents Harry Truman and Lyndon Johnson in previous generations, who were more viable…",en,US
1756362121980342646,"RT @FrankLuntz: A little history: Democrats booted incumbents Harry Truman and Lyndon Johnson in previous generations, who were more viable…",en,US
1756362121980342646,"RT @FrankLuntz: A little history: Democrats booted incumbents Harry Truman and Lyndon Johnson in previous generations, who were more viable…",en,US
1756362265706565971,RT @Krptguy: Sitting here wondering why so much disrespect to my President from the media but the laughing stock who is the orange oranguta…,en,US
1756362260631408649,RT @Krptguy: Sitting here wondering why so much disrespect to my President from the media but the laughing stock who is the orange oranguta…,en,US
1756362265706565971,RT @Krptguy: Sitting here wondering why so much disrespect to my President from the media but the laughing stock who is the orange oranguta…,en,US
1756362260631408649,RT @Krptguy: Sitting here wondering why so much disrespect to my President from the media but the laughing stock who is the orange oranguta…,en,US
1756362048676540754,RT @Krptguy: Sitting here wondering why so much disrespect to my President from the media but the laughing stock who is the orange oranguta…,en,US
1756362040766013815,RT @Krptguy: Sitting here wondering why so much disrespect to my President from the media but the laughing stock who is the orange oranguta…,en,US
1756362265706565971,RT @Krptguy: Sitting here wondering why so much disrespect to my President from the media but the laughing stock who is the orange oranguta…,en,US
1756362260631408649,RT @Krptguy: Sitting here wondering why so much disrespect to my President from the media but the laughing stock who is the orange oranguta…,en,US
1756362048676540754,RT @Krptguy: Sitting here wondering why so much disrespect to my President from the media but the laughing stock who is the orange oranguta…,en,US
1756362040766013815,RT @Krptguy: Sitting here wondering why so much disrespect to my President from the media but the laughing stock who is the orange oranguta…,en,US
1756362196592754995,"RT @Liz_Wheeler: @BlueBoxDave Tell that to Douglass Mackey who was sentenced to prison for a meme, or the J6 prisoners who killed themselve…",en,US
1756362196592754995,"RT @Liz_Wheeler: @BlueBoxDave Tell that to Douglass Mackey who was sentenced to prison for a meme, or the J6 prisoners who killed themselve…",en,US
1756362196592754995,"RT @Liz_Wheeler: @BlueBoxDave Tell that to Douglass Mackey who was sentenced to prison for a meme, or the J6 prisoners who killed themselve…",en,US
1756362053890326628,"RT @LyleKleusch: The deep state has shown their hand. They are running our government, not our elected officials. They have declared Joe Bi…",en,US
1756362053890326628,"RT @LyleKleusch: The deep state has shown their hand. They are running our government, not our elected officials. They have declared Joe Bi…",en,US
1756362040241750125,"RT @MARK4PROPANE: BASED ON PASTORS PROPHETIC WORDS FROM GOD, YEAR 2024 WILL BE ECONOMIC TURMOIL. APRIL/MAY WILL BE CRITICAL. BY MID 2024, P…",en,US
1756362040241750125,"RT @MARK4PROPANE: BASED ON PASTORS PROPHETIC WORDS FROM GOD, YEAR 2024 WILL BE ECONOMIC TURMOIL. APRIL/MAY WILL BE CRITICAL. BY MID 2024, P…",en,US
1755999962976886867,"RT @Majinfuckingbuu: @HawleyMO You know what's embarrassing, joshy? Running away from a riot you helped incite. 

You know what's embarrass…",en,US
1755999841438642524,"RT @Majinfuckingbuu: @HawleyMO You know what's embarrassing, joshy? Running away from a riot you helped incite. 

You know what's embarrass…",en,US
1755999852964753891,"RT @MaryBittel: @wtpBLUE #wtpBLUE
America has been a leader in global democracy and the betterment of the human condition.  That is until t…",en,US
1756362358857871489,"RT @MaxBlumenthal: The settlers blocking aid to Gaza are a proxy for the Israeli state, which allows to camp by the Egyptian border and doe…",en,US
1756362269791793247,"RT @MaxBlumenthal: The settlers blocking aid to Gaza are a proxy for the Israeli state, which allows to camp by the Egyptian border and doe…",en,US
1756362358857871489,"RT @MaxBlumenthal: The settlers blocking aid to Gaza are a proxy for the Israeli state, which allows to camp by the Egyptian border and doe…",en,US
1756362269791793247,"RT @MaxBlumenthal: The settlers blocking aid to Gaza are a proxy for the Israeli state, which allows to camp by the Egyptian border and doe…",en,US
1756362358857871489,"RT @MaxBlumenthal: The settlers blocking aid to Gaza are a proxy for the Israeli state, which allows to camp by the Egyptian border and doe…",en,US
1756362269791793247,"RT @MaxBlumenthal: The settlers blocking aid to Gaza are a proxy for the Israeli state, which allows to camp by the Egyptian border and doe…",en,US
1756362281800126908,RT @Messina2012: Let's be clear--the special counsel isn't a dummy and we should be very careful not to take the bait after Comey pulled th…,en,US
1756362281800126908,RT @Messina2012: Let's be clear--the special counsel isn't a dummy and we should be very careful not to take the bait after Comey pulled th…,en,US
1756362281800126908,RT @Messina2012: Let's be clear--the special counsel isn't a dummy and we should be very careful not to take the bait after Comey pulled th…,en,US
1755999901853381103,"RT @MuellerSheWrote: If Jack Smith indicted everyone at once, imagine the time it would take to deal with all their pre-trial motions and i…",en,US
1755999885793296434,RT @MuellerSheWrote: Next: Jack Smith failing to prosecute members of congress and other leaders of the coup. I disagree with this one. I t…,en,US
1755999916143317192,"RT @MuellerSheWrote: Some of the things the government wants to remain under seal: witness interviews, including a transcript of one witnes…",en,US
1755999977174626681,RT @MuellerSheWrote: Transcripts of interviews detailing the process of finding attorneys for two individuals. I imagine this has to do wit…,en,US
1755999817958846763,RT @MuellerSheWrote: Transcripts of interviews detailing the process of finding attorneys for two individuals. I imagine this has to do wit…,en,US
1756362364503409129,"RT @PastorDan62: Kamala: ""Comments made by the Special Council that he had ""a poor memory""  were ""Gratuitous, inaccurate, and inappropriate…",en,US
1756362364503409129,"RT @PastorDan62: Kamala: ""Comments made by the Special Council that he had ""a poor memory""  were ""Gratuitous, inaccurate, and inappropriate…",en,US
1756362364503409129,"RT @PastorDan62: Kamala: ""Comments made by the Special Council that he had ""a poor memory""  were ""Gratuitous, inaccurate, and inappropriate…",en,US
1756362381356413017,"RT @RWMaloneMD: How can a man deemed too senile to stand trial be deemed fit to run this country?

Special prosecutor's report proves Joe B…",en,US
1756362251399987202,"RT @RWMaloneMD: How can a man deemed too senile to stand trial be deemed fit to run this country?

Special prosecutor's report proves Joe B…",en,US
1756362079261409343,"RT @RWMaloneMD: How can a man deemed too senile to stand trial be deemed fit to run this country?

Special prosecutor's report proves Joe B…",en,US
1756362381356413017,"RT @RWMaloneMD: How can a man deemed too senile to stand trial be deemed fit to run this country?

Special prosecutor's report proves Joe B…",en,US
1756362251399987202,"RT @RWMaloneMD: How can a man deemed too senile to stand trial be deemed fit to run this country?

Special prosecutor's report proves Joe B…",en,US
1756362079261409343,"RT @RWMaloneMD: How can a man deemed too senile to stand trial be deemed fit to run this country?

Special prosecutor's report proves Joe B…",en,US
1756362053399261288,"RT @RWMaloneMD: How can a man deemed too senile to stand trial be deemed fit to run this country?

Special prosecutor's report proves Joe B…",en,US
1756362022277509501,"RT @RWMaloneMD: How can a man deemed too senile to stand trial be deemed fit to run this country?

Special prosecutor's report proves Joe B…",en,US
1756362381356413017,"RT @RWMaloneMD: How can a man deemed too senile to stand trial be deemed fit to run this country?

Special prosecutor's report proves Joe B…",en,US
1756362251399987202,"RT @RWMaloneMD: How can a man deemed too senile to stand trial be deemed fit to run this country?

Special prosecutor's report proves Joe B…",en,US
1756362079261409343,"RT @RWMaloneMD: How can a man deemed too senile to stand trial be deemed fit to run this country?

Special prosecutor's report proves Joe B…",en,US
1756362053399261288,"RT @RWMaloneMD: How can a man deemed too senile to stand trial be deemed fit to run this country?

Special prosecutor's report proves Joe B…",en,US
1756362022277509501,"RT @RWMaloneMD: How can a man deemed too senile to stand trial be deemed fit to run this country?

Special prosecutor's report proves Joe B…",en,US
